customer_id,name,region,customer_type
4064,Tammy Carson,Colorado,Loyal
4065,Timothy Flynn,Texas,Regular
4066,Wendy Parker,California,Regular
4067,William Dillon,Wisconsin,Loyal
4068,Amy Peterson,Wisconsin,Regular
4069,Raven Miller,Texas,Loyal
4070,Kimberly Oneal,Alabama,New
4071,Jessica Thompson,California,Regular
4072,Matthew Page,New York,Loyal
4073,Tracy Fernandez,Alabama,Regular
4074,Jeffrey Hernandez,Texas,New
4075,Mrs. Sherry Cox,Wisconsin,New
4076,Stephen Johnson,Florida,Regular
4077,Scott Solomon,New York,New
4078,Eric Woods,New York,Regular
4079,Victor Davenport,Alabama,Loyal
4080,Jennifer Chavez,New York,Regular
4081,Alexandria Campbell,Florida,Regular
4082,Colleen Mcdowell,Florida,Loyal
4083,Troy Brown,Florida,New
4084,Matthew Cook,Texas,Loyal
4085,William Parker,California,Loyal
4086,Stephanie Taylor,Florida,Regular
4087,Jeremy Thompson,Wisconsin,Regular
4088,Melinda Mejia,Florida,Regular
4089,Juan Meadows,Alabama,Regular
4090,Isaac Hopkins,Wisconsin,Regular
4091,Crystal Reyes,Wisconsin,Loyal
4092,Sara Lopez,Florida,Regular
4093,Jill Boyle,Colorado,Regular
4094,Shane Fox,New York,Regular
4095,Jamie Hernandez,Alabama,New
4096,Autumn Olsen,Colorado,Loyal
4097,Erika Nunez,Florida,Regular
4098,Jeffrey Liu,Florida,Loyal
4099,Richard Wells,Wisconsin,Regular
4100,Corey Scott,New York,Regular
4101,Ashley Kelly,Florida,Regular
4102,Stephen Carlson,Colorado,Regular
4103,John Jones,California,New
4104,April Walsh,Florida,Loyal
4105,Stephen Stuart,Colorado,New
4106,Charles Stout,New York,Regular
4107,Desiree Rivera,California,New
4108,Jessica Hill,Texas,Regular
4109,Joel Pollard DVM,Texas,New
4110,Austin Lopez,Wisconsin,Regular
4111,Amanda Wilson,Wisconsin,New
4112,Troy Donovan,Florida,Loyal
4113,Maxwell Brown,California,Loyal
4114,Kyle Hopkins,New York,Loyal
4115,Jason Ortiz,Alabama,Regular
4116,Erin Powell,Alabama,Regular
4117,Jerry Rose,California,Loyal
4118,Donna Gonzalez,Florida,New
4119,John Daniel,Alabama,New
4120,Catherine Massey,New York,Regular
4121,Jennifer Rodriguez,Texas,Regular
4122,Rhonda Stewart,Florida,Loyal
4123,Sara Wilson,Florida,Regular
4124,Phillip Bailey,Florida,New
4125,Jackie Bryant,Florida,New
4126,Claire Phillips,Colorado,New
4127,John Snyder,Texas,New
4128,Jose Parker,Texas,Regular
4129,Lauren King,California,Regular
4130,Matthew Jones,Florida,New
4131,Matthew Pitts,California,New
4132,Hannah Buck,Florida,Regular
4133,Angela Marquez,Wisconsin,New
4134,Diana Wallace,California,Regular
4135,Julia Schroeder,Florida,Regular
4136,Christopher Francis,Florida,Regular
4137,Jacob Simmons,California,Loyal
4138,Sydney Bell,Wisconsin,Regular
4139,Dwayne Contreras,Wisconsin,Regular
4140,Bradley Hall,Florida,New
4141,Sharon Berry,Wisconsin,Regular
4142,Lance Ellis,New York,New
4143,Joshua Armstrong DDS,Wisconsin,New
4144,Alicia Morse,California,New
4145,Susan Mathews,Alabama,Loyal
4146,Jay Huff,California,New
4147,Amanda Brown,California,New
4148,Pamela Brooks,Wisconsin,Regular
4149,Nicholas King,California,Regular
4150,Jeremy Jensen,California,New
4151,John Calderon,Colorado,Regular
4152,Ashley Wood,Alabama,New
4153,Malik Woods,Texas,New
4154,James Gilmore,New York,Loyal
4155,Kelsey Ortiz,California,Regular
4156,Ashley Washington,Alabama,New
4157,Pedro Evans,Wisconsin,New
4158,Alexandra Haley,New York,New
4159,David Parker DDS,Florida,New
4160,Michael Jones,Alabama,Regular
4161,Terrance Miller,New York,Regular
4162,Jennifer Perry,California,Loyal
4163,Christopher Greene,Texas,Regular
4164,Jennifer Morgan,Texas,Loyal
4165,Edward Green,Alabama,New
4166,Julia Vasquez,Texas,Regular
4167,Stephanie Long,California,New
4168,Joanne Hays,California,Regular
4169,Adam Parrish,Texas,Loyal
4170,Gloria Kelly,New York,Regular
4171,Allen Salas,Texas,Regular
4172,Ryan Walker,Florida,New
4173,Sarah Bowman,California,New
4174,Robin Flores,Alabama,New
4175,Stephen Ball,California,Regular
4176,Jack Huynh,Florida,Loyal
4177,John Herman,Florida,Regular
4178,Jeffrey Tate,California,Loyal
4179,Heidi Brown,New York,Regular
4180,William Powers,Florida,Regular
4181,Kayla Stevenson,California,Regular
4182,Amanda Hanson,Florida,Regular
4183,Cassie Valdez,Florida,Regular
4184,Erica Mueller,Texas,Regular
4185,Ronald Brooks,Colorado,Regular
4186,Adam Dennis,California,Regular
4187,Anita Zuniga,Alabama,Regular
4188,Bailey Richardson,California,Loyal
4189,Todd Kennedy,California,New
4190,Brittney Dunlap,Texas,Loyal
4191,Ariana Harris,New York,New
4192,Diana Ward,Florida,Loyal
4193,Michelle Holmes,Florida,New
4194,Kristin Williams,Colorado,Regular
4195,Brandon Brown,Alabama,Regular
4196,David Rivers,Texas,New
4197,Kristin Mccoy,Alabama,New
4198,Bryan Tapia,Florida,Loyal
4199,Jason Chavez,New York,Regular
4200,Michael Edwards,California,New
4201,Brooke Fuentes,California,Regular
4202,Tina Gonzalez,Texas,New
4203,Joseph Smith,California,New
4204,Jesse Perry,Alabama,New
4205,Stephen Clark,Texas,New
4206,William Jones,Florida,Regular
4207,Nicholas Palmer,Alabama,New
4208,Paul Rice,New York,Regular
4209,Wendy Ramirez,New York,Loyal
4210,Janet Sanders,Colorado,Loyal
4211,Mary Coleman,Texas,Loyal
4212,Tara Campbell,Alabama,Regular
4213,Anna Phillips,Texas,Regular
4214,Megan Martin,California,New
4215,Anne Hicks,Alabama,Regular
4216,Joseph Fitzgerald,California,New
4217,Andrew Lambert,Florida,Regular
4218,Fernando Larsen,Colorado,Loyal
4219,Benjamin Pham,New York,New
4220,Richard Hernandez,Wisconsin,Regular
4221,Joshua Adams,New York,Loyal
4222,Robin Ramirez,Colorado,New
4223,Deborah Gonzalez,New York,New
4224,Laura Duarte,Colorado,New
4225,Kelly Thompson,Wisconsin,New
4226,Seth Greene,Wisconsin,Regular
4227,Thomas Green,Wisconsin,Loyal
4228,Katie Maxwell,Wisconsin,Loyal
4229,Joshua Moore,New York,New
4230,Katherine Weiss,Florida,Loyal
4231,Monica Robinson,Florida,Loyal
4232,Thomas Baker,New York,Regular
4233,Amanda King,California,Loyal
4234,Robert Miller,New York,Loyal
4235,Steven Martin,New York,Regular
4236,Sharon Brown,Texas,Regular
4237,Jacob Gutierrez,Colorado,Regular
4238,Kevin Sanchez,Florida,New
4239,Joshua Powell,California,Regular
4240,Joshua Pittman,Texas,Regular
4241,Lori Rasmussen,Wisconsin,New
4242,Michael Martinez,Texas,Regular
4243,Kristin Patterson,Alabama,New
4244,Gabriel Castillo,Wisconsin,Regular
4245,Amanda Robertson,New York,New
4246,Heather Gates,New York,Regular
4247,Jason Hall,Florida,Regular
4248,Jennifer Davis,Texas,Regular
4249,Mark Campbell,Colorado,Regular
4250,Amber Barrett,Texas,Regular
4251,Jocelyn Watts,New York,Regular
4252,Robert Gomez,New York,Regular
4253,Charles Santos,California,Regular
4254,Shawn Giles,California,New
4255,Jeremy Baker,Texas,Regular
4256,Steven Smith,Texas,Regular
4257,Anthony Martinez,California,Loyal
4258,Lisa Perez,California,Regular
4259,Robert Collins,Colorado,Regular
4260,Brett Blair DVM,Texas,Regular
4261,Dana Hall,Texas,Loyal
4262,Matthew Johnson,California,Regular
4263,Lisa Alexander,California,Regular
4264,Kara Harrington,Wisconsin,Loyal
4265,Christopher Carroll,California,Regular
4266,Angela Henderson,New York,New
4267,Jacqueline Johnson,Texas,Regular
4268,Mark Boyd,Florida,New
4269,Matthew Hancock,Wisconsin,Regular
4270,William Martin,Wisconsin,Loyal
4271,Kelli Thornton,New York,Loyal
4272,Jacob Ward,Colorado,Regular
4273,Paul Anderson,California,Regular
4274,Brittany Grant,California,Regular
4275,Amy George,New York,New
4276,Benjamin Miller,Texas,New
4277,Alexander Ramirez,Texas,Loyal
4278,Paul Martinez DDS,Wisconsin,Regular
4279,Kevin Anderson,Texas,Regular
4280,Melanie Hardy,Wisconsin,Regular
4281,Daniel Norman,California,New
4282,Lynn Walker,Texas,New
4283,Donald Gallegos,Colorado,Loyal
4284,Sydney Rodriguez,Texas,Loyal
4285,Cheyenne Harris,California,New
4286,Kathryn Mendoza,Wisconsin,New
4287,Patricia Burke,New York,Regular
4288,Alexandra Hamilton,Alabama,New
4289,Dustin Blackwell,Florida,Regular
4290,Gregory Vance,California,Regular
4291,Miranda Hendrix,Alabama,Loyal
4292,Robert Gonzalez,New York,New
4293,Michael Bentley,California,Regular
4294,Benjamin Morgan,New York,Regular
4295,Ashley Odonnell,Florida,Regular
4296,Chelsea Schneider,Texas,Regular
4297,John Marquez,New York,New
4298,Michael Clark,Texas,Regular
4299,Jonathan Malone,Texas,Regular
4300,Robert Craig,New York,Regular
4301,Charlotte Walker,California,Regular
4302,Edwin Henry,California,New
4303,Elizabeth Murphy,Texas,Regular
4304,Melinda Carney,Colorado,Regular
4305,Kevin Morgan,California,Loyal
4306,Michele Phillips,Texas,Regular
4307,Sara Stuart,California,Regular
4308,Amber May,Florida,Loyal
4309,Tina Johnson,Texas,New
4310,Hannah Bailey,Texas,New
4311,John Higgins,New York,Regular
4312,Ryan Carter,Florida,Regular
4313,Bailey Atkinson,Texas,Loyal
4314,Claudia West,California,New
4315,Richard Moyer,California,New
4316,William Cline,Colorado,New
4317,Michael Reed,California,New
4318,Victoria Sherman,Alabama,Regular
4319,Charles Hayes,Florida,Regular
4320,Jeremy Skinner,Wisconsin,Loyal
4321,Holly Williams,Texas,New
4322,Ronald Lane,California,Regular
4323,Christina Vargas DVM,Florida,Regular
4324,Laura Branch,Colorado,Loyal
4325,Andrew Herring,Colorado,Loyal
4326,Jason Davis,Colorado,Regular
4327,Brian Jones,Wisconsin,Loyal
4328,Lori Klein,California,Regular
4329,Timothy Harrison,Alabama,New
4330,Melissa Martinez,California,New
4331,Julie Carroll,Florida,Regular
4332,Maria Bush,California,New
4333,Richard Sullivan,Wisconsin,New
4334,Nicholas Wilson,Wisconsin,Regular
4335,Michele Rogers,Florida,Loyal
4336,Adam Vargas,Alabama,Regular
4337,Mark Mckinney,Wisconsin,Regular
4338,Patrick Davis,Wisconsin,Regular
4339,Luis Walls,Texas,Regular
4340,Sara Waters,California,Regular
4341,Jennifer Mckay,Florida,Loyal
4342,Daniel Ruiz,Wisconsin,Regular
4343,Richard Cochran,Wisconsin,New
4344,Joy Lopez,Texas,Regular
4345,Nicole Thompson,Wisconsin,New
4346,Michael Mayo,California,Regular
4347,Laura Martinez,Texas,Regular
4348,Rose Cruz,California,Loyal
4349,Julie Fisher,Alabama,Regular
4350,Brandon Nguyen,Wisconsin,New
4351,Molly Flores,Texas,Loyal
4352,James Bryant,New York,Regular
4353,Amy Mcintyre,Texas,New
4354,Autumn Miles,Texas,Regular
4355,Todd Bridges,Florida,New
4356,Robert Howell,Wisconsin,Regular
4357,Denise Young,Florida,Regular
4358,Martha Soto,California,Loyal
4359,Lauren Anthony,Wisconsin,Regular
4360,Catherine Miller,Alabama,Regular
4361,Wayne Copeland,Alabama,New
4362,Daniel Tucker,Alabama,New
4363,Catherine Smith,Wisconsin,Regular
4364,Kurt Barr,Wisconsin,Regular
4365,Ryan Navarro,Florida,Loyal
4366,Donna Colon,Florida,New
4367,Alexis Davis,Wisconsin,Regular
4368,Pamela Moore,Texas,New
4369,Mrs. Deborah Sanchez,Wisconsin,New
4370,Jason Delacruz,California,Regular
4371,Susan Gordon,Wisconsin,Regular
4372,Patricia Carlson,Colorado,Regular
4373,Michael Adams,California,Regular
4374,Michael Harvey,Colorado,Regular
4375,Jamie Morgan,New York,New
4376,Michael Daniels,Florida,Regular
4377,Juan Collins,California,Regular
4378,Robin Barnett,New York,New
4379,Natasha Tran,California,Regular
4380,Ashlee Tanner,Texas,Loyal
4381,Kevin Ray,Alabama,Regular
4382,Bradley Chaney,New York,New
4383,Matthew Sims,Wisconsin,New
4384,Mason Bell,Texas,Regular
4385,Joseph Smith,Wisconsin,New
4386,Anthony Scott,Florida,Regular
4387,Julia Johnson,Texas,Regular
4388,Carlos Young,California,New
4389,Tara Martin,California,Loyal
4390,Bryce French,Alabama,Regular
4391,James Hughes,Wisconsin,Regular
4392,Janet Daugherty,Florida,Regular
4393,Tony Frazier,New York,New
4394,Jacqueline Tucker,New York,Regular
4395,Elizabeth Rice,Texas,Regular
4396,Jill Edwards,California,New
4397,Kevin Gray,Florida,Regular
4398,Laura Richardson,Wisconsin,Regular
4399,Wendy Wright,Texas,New
4400,Troy Morris,Colorado,Regular
4401,Erika Smith,Colorado,Regular
4402,Desiree Rose,New York,Regular
4403,Jason Butler,Florida,Regular
4404,Eric Cowan,Colorado,Regular
4405,John Whitney,Colorado,Loyal
4406,Teresa Higgins,California,Regular
4407,Justin Rice,California,Regular
4408,Curtis York,Alabama,Regular
4409,Melissa Castillo,Florida,Regular
4410,Carolyn Camacho,Alabama,Loyal
4411,Joseph Brewer,Colorado,New
4412,David Raymond,California,New
4413,Mark Burke,Florida,New
4414,Julia Jones DVM,California,New
4415,Clifford Wyatt,Texas,Loyal
4416,Christian Newman,Texas,Regular
4417,Robert Freeman,Colorado,New
4418,David Hill,Alabama,Loyal
4419,Allen Hall,Wisconsin,Regular
4420,Brenda Morales,California,Loyal
4421,Aaron Williams,California,New
4422,Andrea Torres,Texas,Regular
4423,Cheryl Lewis,Wisconsin,New
4424,Mr. Matthew Brooks DDS,New York,Regular
4425,Leslie Holt,Florida,Loyal
4426,Andrew Leonard,Texas,Regular
4427,David Goodwin,Alabama,Regular
4428,Patricia Gray,New York,Regular
4429,Amanda Schwartz,New York,New
4430,Jacob Hernandez,New York,New
4431,Daniel Bray,Texas,Loyal
4432,James Mendoza,Florida,Regular
4433,Laura Gibson,New York,Regular
4434,Hannah Daniels,New York,New
4435,Anthony Mcneil,Wisconsin,Regular
4436,Marc Williams,Florida,Regular
4437,Carol Patton,Florida,New
4438,Thomas Ross,Wisconsin,New
4439,Dillon Miles,Texas,Regular
4440,Dr. Robert Blackburn Jr.,Alabama,Regular
4441,Adrian Garner,Florida,Loyal
4442,Robyn Anderson,Colorado,Regular
4443,Angela Mcconnell,Texas,Loyal
4444,Jennifer Grant,Colorado,Loyal
4445,Samuel Mccall,Texas,Regular
4446,Aaron Wolfe,Colorado,Loyal
4447,Bryan Freeman,Colorado,Regular
4448,Matthew Kelly,Wisconsin,Regular
4449,Brandon Thomas,California,Loyal
4450,Gregory Welch,Florida,Regular
4451,Morgan Drake,California,Loyal
4452,Johnny Allen,Texas,New
4453,Michael Burgess,Florida,Regular
4454,Matthew Contreras,Colorado,Loyal
4455,Scott Foster,California,Regular
4456,Pamela Williams,California,Regular
4457,Michele Ramirez,Florida,Loyal
4458,Jeremy Yates,California,Regular
4459,Kathryn Davis,Wisconsin,New
4460,Karen Griffin,Florida,Regular
4461,Anna Taylor,New York,Regular
4462,Richard Ryan,Wisconsin,New
4463,Stanley Baker,Texas,Regular
4464,Melissa Rose,Colorado,Regular
4465,Ronald Powers,Wisconsin,New
4466,William Smith,California,Loyal
4467,Matthew Green,Florida,Loyal
4468,Emily Fowler,Florida,Loyal
4469,Amanda Knapp,Colorado,New
4470,Paul Bullock,Wisconsin,Regular
4471,Amanda Holloway,California,Loyal
4472,Travis Hart,New York,Loyal
4473,Jade Marshall,California,Regular
4474,William Allison,Florida,Regular
4475,Angela Parsons,California,New
4476,Shawn Wolf,Florida,Loyal
4477,Scott Harrison,Wisconsin,Regular
4478,Ms. Jessica Wallace DDS,Texas,New
4479,Andrea Anderson,Wisconsin,Regular
4480,Kari Yoder,Wisconsin,New
4481,Jared Phillips,California,Regular
4482,James Wood,California,New
4483,Amy Mills,Colorado,Regular
4484,Patricia Johnson,Texas,New
4485,Roy Ramos,California,New
4486,Jonathan Ruiz,Wisconsin,Regular
4487,Michaela Martinez,Florida,New
4488,Christy Wilkerson,California,Regular
4489,Jordan Foster,Alabama,New
4490,Jamie Callahan,Florida,New
4491,Abigail Phillips,California,Regular
4492,Erika Hernandez,Alabama,Regular
4493,Jasmine Ramirez,Texas,Regular
4494,Joy Sanchez,New York,Regular
4495,Joseph Jensen,Wisconsin,New
4496,Charles Barrett,Alabama,New
4497,Miguel Chung,California,Regular
4498,Melissa Aguilar,Wisconsin,Regular
4499,Kevin Johnson,Wisconsin,Regular
4500,Sherry Rogers,Florida,Regular
4501,Heather Dixon,Florida,Loyal
4502,Pamela Campbell,Texas,Regular
4503,John Wells,New York,Loyal
4504,Jeremy Guerrero,California,New
4505,Derrick Cannon,Colorado,Loyal
4506,John Gomez,Florida,New
4507,Christopher Austin,California,Loyal
4508,Julia Fischer,New York,New
4509,Barbara Mendoza,Florida,Loyal
4510,Steven Hudson,Texas,New
4511,Jacob Fuller,Texas,Regular
4512,Breanna Stone,Colorado,Regular
4513,Jessica Mccarthy,Colorado,New
4514,Margaret Hendrix,New York,Regular
4515,Laura Mitchell,Florida,Regular
4516,Amanda Collins,California,New
4517,Veronica Curtis,New York,Loyal
4518,Adam Carroll,California,Loyal
4519,Edward Walker,Florida,Loyal
4520,William Swanson,Wisconsin,Regular
4521,Nicholas Marks,California,Regular
4522,Rachel Gray,Alabama,Regular
4523,Cynthia Odonnell,Texas,Regular
4524,Annette Smith,California,Regular
4525,Jennifer Ali,Wisconsin,Regular
4526,Tyler Campos,New York,Regular
4527,Kenneth Walters,Colorado,New
4528,Bill Colon,California,Regular
4529,Steven Kelly,Florida,Regular
4530,John Huynh,Colorado,Regular
4531,Robert Sherman,Colorado,Loyal
4532,Adam Harris,California,Regular
4533,Ashley Howell,Colorado,Loyal
4534,Kristy Meyer,Texas,New
4535,Seth Perez,New York,Regular
4536,Steven Michael,Colorado,New
4537,Michaela Payne,Florida,New
4538,Anthony Bell,Wisconsin,Regular
4539,Jane Short,Wisconsin,Regular
4540,Kristen Alvarado,Colorado,Regular
4541,Anthony Roberson,California,Regular
4542,Charles Montgomery,California,Regular
4543,Matthew Smith,New York,Regular
4544,Douglas Keller,New York,New
4545,Lauren Allen,Colorado,Regular
4546,Travis Frazier,California,New
4547,Marissa Mills DVM,Colorado,Loyal
4548,Tara Hicks,Wisconsin,Regular
4549,Tara Crawford,Texas,Regular
4550,Scott Beasley,Alabama,Regular
4551,Trevor York,Florida,Regular
4552,Joshua Skinner,Texas,Regular
4553,Kara Howard,California,Regular
4554,Joseph Bowen,Florida,Regular
4555,Jill Robinson MD,California,New
4556,Kathleen Moore,Texas,Loyal
4557,Dr. David Frey,Texas,Regular
4558,Thomas Gill,New York,Regular
4559,Shannon Johnson,Colorado,Loyal
4560,Danny Patterson,Florida,Regular
4561,William Robles,Florida,Regular
4562,Christopher Moon,California,Regular
4563,Marcus Moore,Texas,New
4564,Martin Burke,Colorado,New
4565,Kim Lee,Florida,Regular
4566,Susan Smith,Wisconsin,Regular
4567,Matthew Perry,Colorado,Regular
4568,John Gonzalez,Wisconsin,Regular
4569,Michael Gould,Texas,Regular
4570,Melissa Carr,New York,New
4571,Patrick Huerta,California,New
4572,Ashley Fisher,Texas,New
4573,Larry Phelps,New York,Regular
4574,Desiree Ellis,Wisconsin,New
4575,Yvonne Gray,California,New
4576,Jerome Evans,Florida,Regular
4577,Kelsey Flowers,Alabama,Loyal
4578,Shari Lane,Wisconsin,New
4579,Lindsay Miller,Texas,Regular
4580,Eric Kramer,New York,Regular
4581,David Li,Colorado,Regular
4582,John Obrien,Alabama,Regular
4583,William Hicks,New York,Regular
4584,Lucas Wilson,New York,Loyal
4585,Amanda Hill,California,Regular
4586,Sherry Taylor,Alabama,Regular
4587,Erin Beck PhD,Texas,Loyal
4588,Jeremy Baker,New York,New
4589,Crystal Miller,California,Regular
4590,Jonathan Harris DDS,Texas,Loyal
4591,Dylan Hoffman,Alabama,New
4592,Gerald Shannon,California,Loyal
4593,Kelly Allen,California,Loyal
4594,Amy Hernandez MD,New York,Loyal
4595,Brandy Carter,Florida,New
4596,Kendra Cruz,New York,Regular
4597,Donald Simpson,Texas,New
4598,Evelyn Scott,New York,New
4599,Gary Gibson,California,Regular
4600,Dominique Browning,New York,Regular
4601,Melinda Palmer,Florida,New
4602,Jeremy Le,Texas,Loyal
4603,George Byrd,Florida,Regular
4604,Heather Terry,Texas,New
4605,Rachael Gardner,Alabama,Loyal
4606,Adam Mathews,Alabama,Loyal
4607,Donald Walker,California,New
4608,Jessica Ware,Florida,Regular
4609,Lauren Lopez,New York,New
4610,Melanie Smith,Alabama,Regular
4611,Rachel Hickman,New York,New
4612,Cynthia Wilson,California,Regular
4613,Jason Pitts,New York,Regular
4614,Tina Mitchell,New York,Regular
4615,Kendra Andrews,California,Regular
4616,Michael Knight,California,Loyal
4617,Zachary Kelly,Colorado,Regular
4618,Ronald Walters,Wisconsin,New
4619,Vanessa Levine,Wisconsin,Regular
4620,Maureen Robinson,Texas,Regular
4621,Jessica Donaldson,Texas,Loyal
4622,Michele Erickson,Texas,Loyal
4623,Michael Smith,Wisconsin,Regular
4624,Trevor Roth,Texas,Loyal
4625,Amy Sellers,New York,Regular
4626,Rebecca Camacho,California,Regular
4627,Jason White,Wisconsin,Loyal
4628,Laura Dawson,Florida,Regular
4629,Kathleen Hartman,Alabama,Loyal
4630,Erik Green,Texas,Loyal
4631,Timothy Ortiz,California,New
4632,Trevor Lane,Wisconsin,Loyal
4633,Teresa Douglas,Florida,Regular
4634,Amy Morris,Florida,Loyal
4635,Ashley Nelson,California,Loyal
4636,Michele Williams,New York,Regular
4637,Ruth Waters,California,Loyal
4638,Carla Bell,New York,New
4639,Anthony Hill,Wisconsin,Loyal
4640,Tiffany Dickerson,Florida,Regular
4641,Stephen Barron,Florida,Loyal
4642,Laura Campbell,Texas,Regular
4643,Philip Baker,New York,New
4644,Barbara Newton,Florida,Regular
4645,Micheal Hopkins,Florida,Loyal
4646,Allison Boone,California,Regular
4647,Samantha Haney,Wisconsin,Regular
4648,Brian Harrington,New York,New
4649,Robert Singh,Texas,Regular
4650,Rebecca Williams,Colorado,Regular
4651,Erika Baker,New York,Regular
4652,Lauren Rios,Wisconsin,New
4653,Mark Jones,Wisconsin,New
4654,Jay Brown,Texas,Loyal
4655,Diane Harris,Florida,New
4656,Mr. Justin Collins,Florida,Regular
4657,Ashley Bennett,New York,New
4658,Marisa Walters,California,Regular
4659,Crystal Castro,Colorado,Regular
4660,Carmen Williams,New York,Regular
4661,Dr. Carolyn Hall,Colorado,Regular
4662,Angela Rose,New York,Regular
4663,Mary King,California,Loyal
4664,Emily Bowman,California,New
4665,Tanner Lopez,Texas,Regular
4666,Teresa Nicholson,Colorado,Loyal
4667,James Johnson,California,Regular
4668,James Hickman,California,New
4669,Tyler Cook,Florida,Regular
4670,Andrea Roberts,Alabama,Loyal
4671,Michelle Luna DVM,New York,New
4672,Donna Gutierrez,Florida,Regular
4673,Bethany Bauer,Wisconsin,Loyal
4674,Terry Price,California,Regular
4675,Sean Wright,California,New
4676,Crystal Walter,California,Loyal
4677,Shawn Smith,California,Regular
4678,Jessica Salazar,Texas,Regular
4679,Megan Thomas,Wisconsin,Loyal
4680,Robert Yu,Texas,Regular
4681,Kim Anderson,Alabama,Regular
4682,Guy Davila,Florida,Regular
4683,Steven Todd,Wisconsin,Regular
4684,James Green,New York,Regular
4685,Suzanne Davis,California,Regular
4686,Chelsea Ramirez,Florida,Loyal
4687,Derek Velazquez,Texas,Regular
4688,Miguel Lin,Florida,New
4689,Leonard Jacobson,Texas,New
4690,Lindsay Meyers,Alabama,Regular
4691,Hannah Garcia,Colorado,Regular
4692,Crystal Levine,Wisconsin,Loyal
4693,Steven Fletcher,Florida,New
4694,Andrew Bell,New York,New
4695,John Foley,Texas,New
4696,Jordan Salazar,California,Regular
4697,Sandra Berger,California,New
4698,Michael Little,Florida,Regular
4699,Daniel Case,Wisconsin,New
4700,James Bartlett,Alabama,Regular
4701,Ruth Black,California,Regular
4702,Rachael Wang,Texas,New
4703,Andrew Burch,Texas,Regular
4704,Zachary Nelson,Florida,Regular
4705,Tanya Harrison MD,Wisconsin,Regular
4706,Doris Lynch,Texas,Regular
4707,John Keith,Texas,Regular
4708,Katie Lam,Wisconsin,Loyal
4709,Mr. Bryan Landry,Florida,Regular
4710,Charles Willis DVM,Florida,New
4711,Jennifer Carr,California,Regular
4712,Glenda Barron,Florida,Loyal
4713,Michelle Rice,Colorado,Regular
4714,Elizabeth Wright,Colorado,Regular
4715,Matthew Lawrence,Wisconsin,Regular
4716,David Hernandez,Texas,Regular
4717,Marco Franklin,Wisconsin,Regular
4718,Sheila Hill,Alabama,Regular
4719,Lori Flores,California,Regular
4720,Eric Russo,Texas,Regular
4721,Marvin Peterson,Florida,Regular
4722,Haley Moss,Florida,Loyal
4723,Julia Burton,Alabama,Loyal
4724,Amanda Gray,Texas,Loyal
4725,Linda Davis,New York,Loyal
4726,Robert Johnson,Colorado,Regular
4727,Nancy Jones,Florida,Regular
4728,Jessica Williams,California,Loyal
4729,Jessica James,Wisconsin,Regular
4730,Veronica Anderson,Wisconsin,Regular
4731,Jeffrey Miles,Florida,Regular
4732,Dr. Randy Taylor,Florida,Regular
4733,William Mayer,Florida,Regular
4734,Amanda Nguyen,Colorado,Loyal
4735,Samuel Fuller,California,Regular
4736,Kevin Armstrong,Florida,Regular
4737,Kimberly Krueger,California,Regular
4738,Timothy Lee,California,Regular
4739,Jennifer Jones,Florida,Regular
4740,Jane Jones,California,Regular
4741,Nicholas Martin,Colorado,Regular
4742,Michael Taylor,Colorado,Loyal
4743,Beverly Lawrence,Alabama,Loyal
4744,Sandra Cruz,Texas,New
4745,Shelby Tate,California,Loyal
4746,Mr. Michael Rush,California,Regular
4747,Christina Roberts,Florida,Loyal
4748,Brian Davis,Texas,Regular
4749,Juan Lee,California,Regular
4750,Marie Williams,California,Loyal
4751,David Gray,Wisconsin,Loyal
4752,Todd Logan,Alabama,Regular
4753,Michelle Nelson,New York,Regular
4754,Hunter Combs,New York,New
4755,Joan Gross,Florida,Loyal
4756,Leslie Cisneros,Texas,New
4757,Molly Jones,Texas,Regular
4758,Kimberly Rodriguez,Texas,Regular
4759,Hunter Powers,Florida,Loyal
4760,Andrea Davis,Florida,New
4761,Anna Schultz,Texas,Regular
4762,David Martin,Alabama,Regular
4763,Morgan Clarke,California,Regular
4764,Andrew Butler,Wisconsin,Regular
4765,John Joyce,California,Regular
4766,Charles Howard,Florida,New
4767,Jeremy Gilbert,Colorado,New
4768,Kyle Wolfe,Texas,Regular
4769,Michael Manning,California,New
4770,Lisa Molina,Colorado,Regular
4771,Tracey Jones,Texas,Loyal
4772,Kimberly Wright,Colorado,New
4773,Justin Martinez,Wisconsin,Regular
4774,Emily Allen,Texas,Regular
4775,Heather Stewart,Texas,Loyal
4776,Jennifer Holland,Florida,Regular
4777,Jessica Gonzalez,Colorado,New
4778,Aaron Perry,Texas,Loyal
4779,Paul Weber,California,Regular
4780,Nicole Lee,Florida,Regular
4781,Lisa Welch,Texas,Loyal
4782,Lorraine Sanchez,California,Regular
4783,Brent Butler,California,New
4784,Leslie Chavez,New York,Regular
4785,Stephen Cortez,Texas,Regular
4786,John Flynn,Florida,New
4787,Jeffrey Thornton,New York,Regular
4788,Kimberly Blackwell,New York,New
4789,William Powell,New York,Regular
4790,Patrick Sims,New York,New
4791,Raven Jimenez,Florida,Loyal
4792,Dustin Suarez,Texas,Regular
4793,Luis Cooper,California,Regular
4794,Charles Schmidt,California,Regular
4795,Monica Beck,Texas,New
4796,Mark Chan,Wisconsin,Regular
4797,Jessica Reyes,California,New
4798,Mary White,Colorado,Regular
